English|Bangali|Arabic|Chinese|French|German|Hindi|Italian|Japanese|Spanish
bereft|প্রি়জন-নিয়োগবিধুর|ثكل|丧失|privé|beraubt|दीवाना|privo|ベレフト|privado
besotted|বুঁদ|كنس|糊涂的|abruti|vernarrt|मूढ़|besotted|ブースター|atontado
besotted|বুঁদ|كنس|糊涂的|abruti|vernarrt|मूढ़|besotted|ブースター|atontado
bilious|পৈত্ত|صفراوي|坏脾气的|bilieux|gallig|bilious|bilioso|卑劣な|bilioso
blinkered|blinkered|ضيق الأفق|狭隘|clignotant|mit Scheuklappen|blinkered|paraocchi|まばゆい|estrecho de miras
bowdlerize|কোনো বইয়ের অশ্লীল অংশ বাদ দেওয়া|هذب كتابا|bowdlerize|expurger|säubern|bowdlerize|espurgare|夢中になる|expurgar
bridle|লাগাম|لجام|辔|bride|Zaum|लगाम|briglia|ブライドル|brida
bridle|লাগাম|لجام|辔|bride|Zaum|लगाम|briglia|ブライドル|brida
bristle|কূর্চ|جعله ينتصب|鬃|poil|Borste|बाल खड़े करना|setola|剛毛|cerda
broadside|রণপোতের একপার্শ্বস্থিত সমুদয় কামান|هجوم مركز|宽边|bordée|Breitseite|नाव का पहलू|fiancata|舷側|costado
bromide|নীরস মন্তব্য|البروميد|溴|bromure|Bromid|ब्रोमाइड|bromuro|ブロマイド|bromuro
brook|সহ্য করা|غدير|溪|ruisseau|Bach|नदी|ruscello|小川|arroyo
browbeat|শাসান|خوف|吓唬|intimider|Brauenschlag|धमकाना|vincere con sfrontatezza|ブラブラ|atemorizar
byzantine|কনস্ট্যাণ্টিনোপলের|البيزنطي|拜占庭式的|byzantin|byzantinisch|बीजान्टिन|bizantino|ビザンチン|bizantino
callow|অজাতপক্ষ|قليل الخبرة|乳臭未干|inexpérimenté|rufen|अनुभवहीन|imberbe|コールウォー|inexperto
canard|মিথ্যা গুজব|إشاعة كاذبة|鸭|canard|Ente|बेबुनियाद ख़बर|canard|カナード|bulo
capitulate|আত্মসমর্পণ করা|أذعن|投降|capituler|kapitulieren|शर्त पर हथियार डाल देना|arrendersi|降伏する|capitular
cataclysm|প্লাবন|طوفان|激变|cataclysme|Katastrophe|प्रलय|cataclisma|大変動|cataclismo
catholic|বিশ্বজনীন|كاثوليكي|天主教徒|catholique|katholisch|कैथोलिक|cattolico|カトリック|católico
cede|সমর্পণ করা|تنازل|放弃|céder|abtreten|सौंपना|cedere|セド|ceder
celerity|বেগ|سرعته|波速|célérité|Geschwindigkeit|ज्लदी|celerità|セレリティ|hombre destacado
chagrin|বিরক্তি|غم|懊恼|dépit|Ärger|चिढ़|disappunto|悪魔|disgusto
chagrin|বিরক্তি|غم|懊恼|dépit|Ärger|चिढ़|disappunto|悪魔|disgusto
charlatan|হাতুড়ে ডাক্তার|الدجال|庸医|charlatan|Scharlatan|मायावी|ciarlatano|チャーラタン|charlatán
chary|সাবধান|حذر|细心|prudent|vorsichtig|होशियार|cauto|キャリー|cauteloso
chauvinism|অন্ধ দেশহিতৈষিতা|الشوفينية|沙文主义|chauvinisme|Chauvinismus|अंधराष्ट्रीयता|sciovinismo|戸惑う|chauvinismo
chimera|মিথ্যা কল্পনা|الكمير كائن خرافي|嵌合体|chimère|Chimäre|कल्पना|chimera|キメラ|quimera
choleric|দজ্জাল|ناشئ عن الكوليرا|易怒的|colérique|cholerisch|चिड़चिड़ा|collerico|コレリック|colérico
churlish|রূক্ষ|صعب المراس|粗野的|grossier|schwachsinnig|अक्खड़|villano|奇妙な|poco afable
complaisant|সেবকোচিত|كياسة|柔顺|complaisant|gefällig|मेहरबान|compiacente|控えめな|cortés
complicit|আছে complicit|متواطئة|同谋|complice|Kompliziert|complicit|complici|共謀者|cómplice
conciliate|শান্ত করা|استرضى|怀柔|concilier|versöhnen|समझौता करना|conciliare|調停する|conciliar
concomitant|সহগামী|يصاحب ذلك|伴随|concomitant|begleitend|सहगामी|concomitante|付随する|concomitante
conflagration|অগ্নিকাণ্ড|حريق|燹|incendie|Feuersbrunst|आग|conflagrazione|火災|conflagración
conflate|গলিয়ে মিশিয়ে|الخلط|合并|fusionner|zusammenfließen|conflate|conflate|融合する|combinar
contentious|কুস্বভাব|إثارة للخلاف|争议|contentieux|umstritten|विवादास्पद|contenzioso|争う|contencioso
corollary|অনুসিদ্ধান্ত|اللازمة - النتيجة|推论|corollaire|logische Folge|परिणाम|corollario|必然的|corolario
cosseted|cosseted|المدلل|娇生惯养|cosseted|bezaubert|cosseted|cosseted|卑劣な|cosseted
coterminous|একই সীমানাবিশিষ্ট|تتزامن|毗连|coïncide|gleichzeitig|coterminous|confinante|共に|coterminoso
countermand|পূর্বাদেশ প্রত্যাহার|فسخ|反对命令|annuler|Widerruf|countermand|contrordine|逆襲|contraorden
cow|গাভী|بقرة|牛|vache|Kuh|गाय|mucca|牛|vaca
crestfallen|ভগ্নোত্সাহ|مكتئب|垂头丧气|découragé|niedergeschlagen|crestfallen|avvilito|クレストフォールテン|cabizbajo
crystallize|স্ফটিকে পরিণত করা|تبلور|结晶|cristalliser|kristallisieren|मणिभ|cristallizzare|結晶化する|cristalizar
cupidity|ধনতৃষ্ণা|طمع|贪婪|cupidité|Gier|अर्थलिप्सा|cupidigia|貪欲|codicia
curmudgeon|কৃপণ লোক|البخيل|守财奴|avare|Griesgram|कृपण|musone|呪術師|cascarrabias
debonair|সুদর্শনতা|مبتهج|温文尔雅|debonair|elegant|ख़ुशमिज़ाज|affabile|デボンネア|elegante
decry|সমালোচনা করা|شجب|诽谤|décrier|anprangern|दोष देना|decry|デクリ|desacreditar
defray|বহন করা|تحمل|支付|payer|bestreiten|चुकाना|pagare|デフレー|sufragar
deign|প্রসন্ন হত্তয়া|تفضل|屈尊|daigner|geruhen|योग्य समझना|degnare|設計する|dignarse
demonstrative|নির্দেশক|إيضاحي|示范|démonstratif|demonstrativ|ठोस|espansivo|説明的な|demostrativo
denouement|অন্তীম দৃশ্য|حل العقدة في الرواية|结局|dénouement|Auflösung|उपसंहार|scioglimento|デニュメント|desenlace
derelict|পরিত্যক্ত|مهجور|被遗弃|abandonné|verfallen|त्याग किया हुआ|derelitto|孤立した|abandonado
derelict|পরিত্যক্ত|مهجور|被遗弃|abandonné|verfallen|त्याग किया हुआ|derelitto|孤立した|abandonado
desiccated|শুষ্ক|مجفف|脱水|desséché|getrocknet|निर्जलीकृत|essiccato|乾燥した|desecado
desideratum|অভীষ্ট|أمنية|所愿望之物|desideratum|Desideratum|अभीष्ट|desideratum|望む|deseo
despot|শাসক|مستبد|暴君|despote|Despot|तानाशाह|despota|独裁者|déspota
diatribe|সুদীর্ঘ বিতর্ক|خطبة لاذعة|诽谤|diatribe|Schmährede|अभियोगात्मक भाषण|diatriba|告発する|diatriba
diminutive|সঙ্কুচিত|صيغة التصغير|爱称|diminutif|winzig|अल्पार्थक|diminutivo|小さな|diminutivo
diminutive|সঙ্কুচিত|صيغة التصغير|爱称|diminutif|winzig|अल्पार्थक|diminutivo|小さな|diminutivo
disabuse|ভ্রান্ত ধারণাদি হইতে মুক্ত করা|حرر من الوهم|省悟|détromper|befreien|माया हटाना|disingannare|乱用する|desengañar
discursive|অপ্রাসঙ্গিক|استطرادي|话语|discursif|diskursiv|असंबद्ध|digressivo|談話的|discursivo
disingenuous|কপট|مخادع|不诚实的|fourbe|unaufrichtig|कपटी|falso|不誠実な|falso
dispensation|বিধান|إعفاء|分配|dispense|Dispensation|व्यवस्था|dispensa|世代|dispensa
dissemble|ছদ্মবেশ ধারণ করা|راءى|掩饰|dissimuler|verbergen|स्वांग रचना|dissimulare|蔑む|disimular
dissipate|উড়া|تبدد|消散|se dissiper|zerstreuen|नष्ट करना|dissipare|消散する|disipar
dissipate|উড়া|تبدد|消散|se dissiper|zerstreuen|नष्ट करना|dissipare|消散する|disipar
dissolution|দ্রবণ|تحلل|解散|dissolution|Auflösung|विघटन|dissoluzione|溶解|disolución
doleful|বেদনাপূর্ণ|حزين|酸溜溜|dolent|traurig|मातमी|triste|幸せな|triste
dolorous|মর্মযন্ত্রণাপূর্ণ|حزين|牵肠挂肚|douloureux|schmerzhaft|दर्दनाक|doloroso|二色|doloroso
doughty|দুর্দম|باسل|强悍|vaillant|tüchtig|हिम्मती|doughty|荒々しい|hazañoso
dovetail|খাঁজে খাঁজে আটকান|تعشيقة|燕尾|queue d&#39;aronde|Schwalbenschwanz|तफ़सील|incastro|ダブテール|encajar
duplicity|ছলনা|نفاق|表里不一|duplicité|Duplizität|कपट|duplicità|二枚舌|duplicidad
ebullient|অত্যুত্সাহী|متحمس|热情洋溢|exubérant|überschwänglich|उबलनेवाला|bollente|幸せな|exuberante
effervescent|বুদ্বুদপূর্ণ|فائر|泡腾片|effervescent|schäumend|चमकता हुआ|effervescente|発泡|efervescente
effrontery|প্রগল্ভতা|وقاحة|厚颜无耻|effronterie|Unverschämtheit|गुस्ताख़ी|sfrontatezza|遠赤外線|descaro
elegiac|করুণ|رثائي|挽联|élégiaque|elegisch|शोक|elegiaco|エレジー|elegíaco
embryonic|আদিম|الخلايا الجنينية|胚胎|embryonnaire|embryonal|भ्रूण|embrionale|胚性の|embrionario
empiricism|প্রয়োগবাদ|التجريبية|经验主义|empirisme|Empirismus|अनुभववाद|empirismo|経験主義|empirismo
enamor|মোহিত করা|لمع|迷住|être séduit par|Enamour|आनंदित करना|innamorare|愛する|estar enamorado
encumber|বিভ্রান্ত করা|عاق|阻塞|encombrer|belasten|उलझाना|gravare|邪魔する|cargar
enjoin|নিষেধ করা|أمر|责成|enjoindre|gebieten|हुक्म चलाना|ingiungere|エンジョイン|imponer
enormity|বিশালতা|ضخامة|艰巨|énormité|Ungeheuerlichkeit|दुष्टता|enormità|凶悪|enormidad
enthrall|দাসত্বে আবদ্ধ করা|فتن|使服从|captiver|begeistern|ग़ुलाम बनाना|affascinare|魅了する|cautivar
epigram|এপিগ্র্যাম|ساخر|警句|épigramme|Epigramm|चुटकुला|epigramma|警句|epigrama
epiphany|নিকট যীশুর আবির্ভাব|إستيعاب|顿悟|Épiphanie|Offenbarung|इपिफ़नी|Epifania|出生|Epifanía
eponym|eponym|مسماة|名字命名|éponyme|Namensgeber|नामस्त्रोत|eponimo|エポニム|epónimo
equitable|ন্যায়সঙ্গত|العادل|公平|équitable|gerecht|न्यायसंगत|equo|公平な|equitativo
equivocate|বাক্চাতুরী করা|راوغ|支应|tergiverser|zweideutig|गोलमोल बात कहना|esprimersi in modo ambiguo|衡平|usar equívocos
ersatz|বদলি লোক বস্তু|بديل|代用品|ersatz|Ersatz|कृत्रिम वस्तु|surrogato|ersatz|sucedáneo
estimable|শ্রদ্ধেয়|جدير بالاحترام|难能可贵|estimable|schätzbar|आदर लायक़|stimabile|推定可能な|estimable
ethereal|গগনচারী|أثيري|空灵|éthéré|ätherisch|ईथर का|etereo|エーテル|etéreo
evanescent|বিলীয়মান|زائل|逝|évanescent|flüchtig|क्षणभंगुर|evanescente|エバネセント|evanescente
excoriate|কঠোর সমালোচনা করা|ننتقد|苛责|excorier|excoriate|रगड़ डालना|scorticare|激怒する|excoriar
execrate|ঘৃণা করা|لعن|诅咒|exécrer|verfluchen|नफ़रत करना|esecrare|エグゼクティブ|execrar
exegesis|বাইবেলের সমালোচনা ও ভাষ্য|تفسير|注释|exégèse|Exegese|टीका|esegesi|釈義|exégesis
exemplar|আদর্শ|نموذج|模范|exemple|Exemplar|नमूना|esemplare|模範|ejemplar
exiguity|দীনতা|القلة|exiguity|exiguïté|Exiguität|दरिद्रता|esiguità|不思議|exigüidad
exorbitant|গলাকাটা|باهظ|高昂|exorbitant|exorbitant|अत्यधिक|esorbitante|大量の|exorbitante
expansive|অকপট|متمدد|广阔|expansif|ausdehnend|प्रशस्त|espansivo|広範|expansivo
expunge|মুছিয়া ফেলা|محا|抹去|effacer|löschen|मिटाना|espungere|消滅|borrar
expurgate|শোধন করা|نقح|expurgate|expurger|reinigen|expurgate|espurgare|失効させる|expurgar
extrapolate|পূর্বেই দেখা|قدر إستقرائيا|推断|extrapoler|extrapolieren|एक्सट्रपलेशन करना|estrapolare|外挿する|extrapolar
facile|সহজ|واثق من نفسه|灵巧的|facile|leicht|सुगम|facile|容易な|fácil
factious|দলাদলি-প্রবণ|مثير للشقاق|争论的|factieux|fanatisch|अराजक|fazioso|ファッショナリー|faccioso
factitious|কপট|صنعي|人为|artificiel|künstlich|नक़ली|artificioso|事実上の|facticio
feckless|অসহায়|فارع|没出息|incapable|Furchtlos|अबल|inefficiente|無防備な|irresponsable
fecund|উর্বর|ولود|丰饶的|fécond|fruchtbar|उपजाऊ|fecondo|繁殖|fecundo
fell|খোলস|سقط|下跌|est tombée|fiel|गिर गया|abbattere|落ちた|cayó
firebrand|জ্বলন্ত কাষ্ঠখণ্ড|جمرة|放火者|brandon|Feuerbrand|तेजतर्रार|tizzone|火花|marca de fuego
flag|পতাকা|علم|旗|drapeau|Flagge|झंडा|bandiera|フラグ|bandera
flippant|জেঠা|وقح|轻率|désinvolte|leichtfertig|क्षुद्र|impertinente|軽い|ligero
flummox|বিহ্বল করা|خفق|惊讶|démonter|flummox|घबराना|sconcertare|flummox|desconcertar por
fractious|ঝগড়াটে|عنيد|易怒的|hargneux|widerspenstig|झगड़ालू|litigioso|荒々しい|díscolo
gaffe|অসমীচীন কাজ|حماقة|过失|gaffe|Fauxpas|चूक|gaffe|ガッフェ|metedura de pata
gambit|gambit|مناور|话题|gambit|Gambit|पहला क़दम|gambetto|ガンビット|gambito
gerrymander|কূটকৌশল|إعادة صوغ|gerrymander|faire du charcutage électoral|Wahlkreisschiebung|जालसाज़ी करना|manipolazione|ゲリマンダー|falsificación de elecciones
graft|ঘুস|تطعيم|接枝|greffer|Transplantat|कलम|innestare|移植|injerto
grandiloquent|আড়ম্বরপূর্ণ|طنان|夸张|grandiloquent|Hochtrabant|आडंबरपूर्ण|magniloquente|壮大な|grandilocuente
gumption|কাণ্ডজ্ঞান|التضميغ|进取心|jugeote|Grips|तर्कशीलता|buonsenso|ガムプション|listeza
hagiographic|hagiographic|المبجلة|理想化|hagiographique|hagiographisch|hagiographic|agiografica|聖人|hagiográfico
hail|শিলাবৃষ্টি|وابل|冰雹|saluer|Hagel|जय हो|grandinare|雹|granizo
halcyon|মাছরাঙা|القاوند طائر|宁静|alcyon|Halcyon|धीर|calmo|ハルシオン|martín pescador
hauteur|ঔদ্ধত্য|الإستكبار|傲慢|hauteur|Hochmut|अभिमान|hauteur|オートクチュール|hauteur
hector|ডহক্টর|المستبد|赫克托|Hector|tyrannisieren|हेक्टर|ettore|ヘクター|Héctor
hedge|প্রতিবন্ধক|التحوط أو طوق|树篱|haie|Hecke|बाड़ा|siepe|ヘッジ|cobertura
histrionic|নাটকীয়|تمثيلي|戏剧性|théâtral|histrionisch|अभिनय-संबंधी|istrionico|ヒストリックな|histriónico
hoary|ধূসরাভ|أشيب|苍老|chenu|grauhaarig|सफ़ेद|canuto|老人|canoso
hobble|ব্যাহত করা|عرج|蹒|entraver|humpeln|बंधन|zoppicare|ぐすぐる|cojear
hoodwink|চাল মারা|خدع بمظهره الكاذب|蒙蔽|frauder|hoodwink|आंख में धूल झोंकना|ingannare|フードウィンク|engañar
hubris|ঔদ্ধত্য|الغطرسة|傲慢|hubris|Hybris|अभिमान|tracotanza|傲慢|arrogancia
illustrious|প্রসিদ্ধ|شهير|杰出|illustre|illustre|शानदार|illustre|著名な|ilustre
imbibe|হজম করা|تشرب|吸收|boire|trinken|पी लेना|assorbire|吸う|beber
imbroglio|জটিল অবস্থা|وضع معقد|纠葛|imbroglio|Verwirrung|उलझन|imbroglio|イブログリオ|embrollo
immure|জেলে পোরা|أحاطه بأسوار|之免疫|emmurer|einmauern|क़ैद करना|imprigionare|未熟|emparedar
impecunious|নি: স্ব|معدم|身无分文|impécunieux|mittellos|बेचारा|senza denaro|邪悪な|pobre
imperious|স্বেচ্ছাচারী|ملح|专横|impérieux|herrisch|शाही|imperioso|不器用な|imperioso
impervious|অভেদ্য|منيع|抗渗|imperméable|undurchlässig|प्रबल|impervio|不浸透性の|impermeable
impetuous|বেগবান|متهور|浮躁|impétueux|ungestüm|अविवेकी|impetuoso|衝動的|impetuoso
importuned|importuned|importuned|强求|importuné|importiert|importuned|importunato|importuned|importunado
improvident|অপরিণামদর্শী|مسرف|远见|imprévoyant|sorglos|उड़ाऊ|imprevidente|即興|imprevisor
impugn|সত্যতা অস্বীকার করা|فند|抨击|attaquer|impugn|बहस करना|impugnare|衝撃する|impugnar
impute|আরোপ করা|عزا|归罪|imputer|unterstellen|मढ़ना|imputare|反論する|imputar
inanity|অসারতা|تفاهة|空虚|ineptie|Dummheit|बेहूदा बात|inanità|不幸|inanidad
inchoate|অপরিণত|غير مكتمل|初步|fruste|inchoate|इब्तिदाई|incipiente|ちょっとした|rudimentario
incontrovertible|অকাট্য|لا يقبل الجدل|不容置疑|irréfutable|unbestreitbar|मुंहतोड़|incontrovertibile|不本意な|incontrovertible
indigent|অভাবী|معوز|贫困|indigent|bedürftig|दरिद्र|indigente|貧しい|indigente
indigent|অভাবী|معوز|贫困|indigent|bedürftig|दरिद्र|indigente|貧しい|indigente
ineffable|অনির্বচনীয়|لا يوصف|不可言说|ineffable|unaussprechlich|अकहा|ineffabile|不可能な|inefable
ineluctable|অপরিহার্য|حتمي|不可避免|inéluctable|unausweichlich|अनिवार्य|ineluttabile|避けられない|ineluctable
inequity|অন্যায়|ظلم|不公平|iniquité|Ungerechtigkeit|अन्याय|ineguaglianza|不公平|falta de equidad
infelicitous|বেমানান|عبوس|不恰当的|malheureux|unglücklich|ख़राब|infelice|無益な|infeliz
inimitable|অতুলন|لا يضاهى|独特的|inimitable|unnachahmlich|अननुकरणीय|inimitabile|珍|inimitable
insouciance|অনাসক্তি|لا مبالاة|漫不经心|insouciance|Sorglosigkeit|लापरवाही|insouciance|不誠実|despreocupación
insufferable|অসহনীয়|لا يطاق|不能忍受的|insupportable|unerträglich|दम्भी|insopportabile|耐え難い|insufrible
internecine|মারাত্মক|مميت|自相残杀|internecine|Bruderschaft|आपसी|micidiale|internecine|aniquilación mutua
intimation|অনুবেদন|ايحاء|暗示|intimation|Andeutung|सूचना|intimazione|暗示|intimación
inure|সহান|مرس|皆能|entrer en vigueur|gewöhnen|तपाना|abituare|不合理な|acostumbrar
invective|আক্রমণমূলক|قدح|漫骂的|invective|Schmähung|फटकार|invettiva|毒舌|invectiva
invidious|বাস্তব বা কাল্পনিক অবিচারপ্রসূত|حسود|令人反感|injuste|gehässig|अपमानजनक|spiacevole|無邪気な|odioso
inviolable|অলঙ্ঘনীয়|لا تنتهك حرمته|不可侵犯|inviolable|unverletzlich|पवित्र|inviolabile|不可侵|inviolable
inviolate|অলঙ্ঘিত|لا تنتهك حرمته|不可侵犯|inviolé|unantastbar|अखण्ड|inviolato|侵略者|inviolado
irrefutable|অকাট্য|لا يقبل الجدل|确凿|irréfutable|unwiderlegbar|अखंडनीय|inconfutabile|反駁できない|irrefutable
jaundice|নেবা|اليرقان|黄疸|jaunisse|Gelbsucht|पीलिया|itterizia|黄疸|ictericia
jejune|ঊষর|ضحل|不成熟|jejune|jejune|बेसूद|insipido|ジェジュン|árido
jejune|ঊষর|ضحل|不成熟|jejune|jejune|बेसूद|insipido|ジェジュン|árido
jingoist|jingoist|jingoist|沙文主义|jingoist|Jingoist|jingoist|jingoist|指揮者|jingoísta
juggernaut|জগন্নাথদেব|الطاغوت|剑圣|mastodonte|Moloch|रथ|Juggernaut|ジャガーノート|gigante
kowtow|সাষ্টাঙ্গ প্রণাম|تملق|磕头|se prosterner|Kowtow|प्रणाम|inchinarsi alla maniera cinese|カウタウ|inclinarse
lacerate|বিদীর্ণ করা|ممزق|划破|lacérer|zerfleischen|फाड़ना|lacerare|裂く|lacerar
lachrymose|ক্রন্দনশীল|lachrymose|爱哭|lacrymose|weinerlich|रोना|lacrimoso|涙腺|lacrimoso
lampoon|ব্যক্তিগত ব্যঙ্গ-কবিতা|سخرية|讽刺|pamphlet|verspotten|निन्दालेख|satira|鱗|satirizar
languish|শক্তিহীনতা|ضنى|憔悴|languir|schmachten|दुर्बल|languire|衰弱する|languidecer
lascivious|লম্পট|فاسق|好色|lascif|lasziv|कामुक|lascivo|淫乱|lascivo
limpid|নির্মল|شفاف|清澈|limpide|klar|पारदर्शक|limpido|透明な|límpido
litany|প্রার্থনা-সঙ্গীত|ابتهال|一连串|litanie|Litanei|लीटानी|litania|リタニ|letanía
loath|অরাজি|متردد|厌恶|répugnance|abgeneigt|अनिच्छुक|restio|嫌悪|poco dispuesto
lugubrious|নিরানন্দ|حدادي|悲哀|lugubre|schwermütig|शोकाकुल|lugubre|勇敢な|lúgubre
machinate|অভিসন্ধি করা|دبر مكيدة|machinate|machiner|machinieren|कपट-प्रबंध करना|macchinare|機械工|intrigar
magisterial|গর্বিত|وقور|权威性|magistral|Meisterhaft|अदालती|di magistrato|大修道院|magistral
malapropism|শব্দের অপপ্রয়োগ|malapropism|飞白辞格|impropriété de langage|Malapropismus|malapropism|sproposito|マナロピズム|despropósito lingüístico
malfeasance|কুকর্ম|المخالفات|渎职|malversation|Amtsmissbrauch|दुराचार|misfatto|不正行為|crimen
malingerer|রোগভানকারী|متمارض|装病|faux malade|Simulant|अपवादक|malingerer|殺人犯|enfermo fingido
martinet|কঠোর নিয়মনিষ্ঠ ব্যক্তি|الضابط المتشدد|马丁|martinet|Martinet|martinet|severo|マルティネ|rigorista
maudlin|অর্ধপানোন্মত্ত|بكاء|感伤|larmoyant|rührselig|भावुक|sentimentale|マウドリン|sensiblero
maunder|বক্বক্|هذى|胡说|divaguer|faseln|घूमना-फिरना|girovagare|マウンダー|divagar
maunder|বক্বক্|هذى|胡说|divaguer|faseln|घूमना-फिरना|girovagare|マウンダー|divagar
mellifluous|মসৃণ|مولد عسلا|盈盈|mélodieux|schmollend|शहद उत्पन्न करनेवाला|mellifluo|甘美な|melifluo
mendicant|ভিক্ষাজীবী|متسول|乞丐|mendiant|Bettler|भिक्षुक|mendicante|紳士|mendicante
meteoric|ক্ষণপ্রভ|نيزكي|流星|météorique|kometenhaft|तेजोमय|meteorico|流星|meteórico
mettlesome|তেজস্বী|شجاع|精神抖擞的|fougueux|feurig|वीर|mettlesome|懐かしい|celoso
misattribute|misattribute|misattribute|misattribute|mal attribuer|falsch zuordnen|misattribute|attribuirsi erroneamente|誤った属性|atribuir erróneamente
modicum|সামান্য পরিমাণ|القليل|点点|minimum|mäßig|भोजन की थोड़ी मात्रा|briciola|モディクム|cantidad mínima
mordant|তীব্র|محرق|媒染剂|mordant|Beize|चुभता|mordente|媒染剤|mordaz
moribund|মৃতপ্রায়|هاجع|垂死|moribond|moribund|मरणासन्न|moribondo|瀕死の|moribundo
mulct|জরিমানা|غرامة|罚金|amende|mulct|वंचित करना|multa|モルタル|multa
nadir|কুবিন্দু|الحضيض|最低点|nadir|Nadir|पतन|nadir|天底|nadir
nettlesome|nettlesome|شائكة|烦人的|rousse|nett|nettlesome|nettlesome|ネトレズメ|nettlesome
noisome|কুদর্শন|مثير للإشمئزاز|毒害|répugnant|ärgerlich|दुर्गंध|disgustoso|ノイソメ|maloliente
nonchalant|উদাসীন|غير مكترث|满不在乎|nonchalant|nonchalant|बेपरवाह|indifferente|心配しない|despreocupado
objurgate|গালাগালি করা|objurgate|非难|réprimander|tadeln|तिरस्कार करना|censurare|邪悪な|increpar
oblique|তেরছা|منحرف - مائل|斜|oblique|schräg|परोक्ष|obliquo|斜めの|oblicuo
obstreperous|চাঁচল্যকর|ضاج|任性的|tapageur|obszön|प्रचंड|indisciplinato|障害のある|estrepitoso
obtain|প্রাপ্ত|الحصول على|获得|obtenir|erhalten|प्राप्त|ottenere|入手します|obtener
obtuse|ভোঁতা|منفرج الزاوية|钝|obtus|stumpf|कुंठित|ottuso|鈍い|obtuso
officious|উপযাচক|فضولي|非官方的|officieux|dienstbar|परेशान करनेवाला|ufficioso|正気の|oficioso
ossify|হাড়ে পরিণত করা|تصلب|骨化|ossifier|verknöchern|हड्डी बन जाना|ossificarsi|骨化する|osificarse
overweening|বৃথাভিমানী|مغرور|过于自信的|démesuré|übertrieben|overweening|presuntuoso|オーバーウィーニング|arrogante
palatable|সুস্বাদু|سائغ|可口|acceptable|schmackhaft|स्वादिष्ट|appetitoso|口当たりの良い|sabroso
palaver|ঘোঁট|تملق|拍马屁|palabre|Palaver|दौड़-धूप|chiacchiere|しゃべり|palabrería
palimpsest|পালিম্পসেট|الرق الممسوح|重写本|palimpseste|Palimpsest|पलिम्प्सेस्ट|palinsesto|palimpsest|palimpsesto
panacea|সর্বব্যাধিহর ঔষধ|ترياق|万能药|panacée|Allheilmittel|रामबाण|panacea|万能薬|panacea
panegyric|প্রশংসাপূর্ণ|مديح|颂|panégyrique|Lobrede|स्तुतिपाठ|panegirico|パネリック|panegírico
paragon|সম্পূর্ণতার আদর্শ|نموذج مثالي|模范|parangon|Paragon|प्रतिद्वंद्वी|paragone|パラゴン|dechado
paragon|সম্পূর্ণতার আদর্শ|نموذج مثالي|模范|parangon|Paragon|प्रतिद्वंद्वी|paragone|パラゴン|dechado
pariah|দাক্ষিণাত্যের নীচ জাতি|شخص منبوذ|贱民|paria|Paria|ख़ारिज|paria|不可触民|paria
parvenu|ভুঁইফোঁড় ব্যক্তি|محدث النعمة|新贵|parvenu|Parvenü|नौबढ़|parvenu|パヴェンヌ|advenedizo
patent|পেটেণ্ট|براءة الإختراع|专利|brevet|Patent|पेटेंट|brevetto|特許|patentar
pecuniary|আর্থিক|مالي|金钱的|pécuniaire|Geld|धन-संबंधी|pecuniario|金銭的|pecuniario
pellucid|নির্মল|شفاف|喨|transparent|pellucid|पारदर्शक|pellucido|透明な|translúcido
penurious|ব্যয়কুণ্ঠ|فقير|鄙吝|misérable|bösartig|दरिद्र|avaro|悲惨な|pobre
penurious|ব্যয়কুণ্ঠ|فقير|鄙吝|misérable|bösartig|दरिद्र|avaro|悲惨な|pobre
percipient|তীক্ষ্নবুদ্ধিসম্পন্ন|مدرك|知觉的|percepteur|Empfänger|समझनेवाला|percettivo|過認者|perceptor
peremptory|সুদৃঢ়|آمري|蛮横|péremptoire|peremptorisch|आज्ञसूचक|perentorio|寛容|perentorio
perfunctory|ভাসা-ভাসা|سطحي|敷衍|sommaire|oberflächlich|असावधान|superficiale|礼儀正しい|superficial
peripatetic|ভবঘুরে|متجول|逍遥|ambulant|peripatetisch|पथिक|peripatetico|周産期|peripatético
perspicacious|তীক্ষ্নদৃষ্টি|ثاقب الفكر|明察秋毫|perspicace|scharfsichtig|भेदक|perspicace|はっきりとした|perspicaz
phantasmagorical|phantasmagorical|phantasmagorical|幻影似|fantasmagorique|phantasmagorisch|phantasmagorical|fantasmagorico|幻想的な|fantasmagórico
philistine|সঙ্কীর্ণমনা ব্যক্তি|غير مثقف|庸俗|Philistin|Philister|अशिक्षित|filisteo|フィリスティン|filisteo
phlegmatic|জড়|بارد|粘液质的|flegmatique|phlegmatisch|सुस्त|flemmatico|痰|flemático
picayune|Picayune|تافهة|花絮|mesquin|Picayune|निकम्मा|insignificante|ピカユン|baladí
pillory|কাষ্ঠানির্মিত শাস্তিস্তম্ভবিশেষ|مقطرة|笑柄|pilori|Pranger|निंदा करना|berlina|枕|picota
pith|তরুমজ্জা|لباب|髓|moelle|Mark|मज्जा|midollo|髄|médula
plucky|সাহসী|مقدام|大胆|courageux|mutig|हिम्मती|coraggioso|厄介な|valeroso
Pollyannaish|Pollyannaish|Pollyannaish|Pollyannaish|Pollyannaish|Pollyannaisch|Pollyannaish|pollyannaish|Pollyannaish|Pollyannaish
ponderous|ক্লেশকর|ثقيل|沉重|lourd|schwerfällig|कष्टकारक|ponderoso|敬虔な|pesado
